85,63,1
42,21,0
91,79,1
81,73,1
72,11,0
75,35,0
85,31,0
70,29,0
86,93,1
22,81,0
30,69,0
57,94,0
98,57,0
98,27,0
57,56,0
64,84,1
84,91,1
57,9,0
56,81,0
87,46,0
43,74,0
3,12,0
19,83,0
51,95,0
30,88,0
43,16,0
48,78,0
81,64,1
56,86,0
81,19,0
39,56,0
67,94,1
75,67,1
75,31,0
15,81,0
86,91,1
39,88,0
71,48,0
85,36,0
28,90,0
82,53,0
53,8,0
32,31,0
5,58,0
81,12,0
81,37,0
35,63,0
39,33,0
72,65,1
20,96,0
13,53,0
78,95,1
7,13,0
3,96,0
92,72,1
40,88,0
44,87,0
96,18,0
76,21,0
66,53,0
1,32,0
19,6,0
12,30,0
13,77,0
71,35,0
28,4,0
34,0,0
62,18,0
78,6,0
66,66,1
0,38,0
95,93,1
65,25,0
27,81,0
56,56,0
53,62,0
2,5,0
6,78,0
24,45,0
72,45,0
94,21,0
29,35,0
15,23,0
52,49,0
63,16,0
28,29,0
36,7,0
44,93,0
78,91,1
42,35,0
99,80,1
2,8,0
6,54,0
44,24,0
64,8,0
33,42,0
90,16,0
74,97,1
51,12,0
59,69,0
61,93,1
81,95,1
34,86,0
34,3,0
32,97,0
40,77,0
97,92,1
60,11,0
53,56,0
27,19,0
41,95,0
22,38,0
33,29,0
90,97,1
25,71,0
60,8,0
74,47,0
69,80,1
7,15,0
60,31,0
41,65,0
31,25,0
54,11,0
58,58,0
86,39,0
11,49,0
36,88,0
56,63,0
7,84,0
97,37,0
98,64,1
67,9,0
38,0,0
81,7,0
83,46,0
13,59,0
46,83,0
76,42,0
65,59,0
98,43,0
87,97,1
40,69,0
18,45,0
93,51,0
24,48,0
99,84,1
88,37,0
67,92,1
41,53,0
82,87,1
29,98,0
46,78,0
90,1,0
42,65,0
96,49,0
84,37,0
25,84,0
24,28,0
5,45,0
78,57,0
42,13,0
15,88,0
39,36,0
76,36,0
62,97,1
69,60,0
92,25,0
24,75,0
65,73,1
53,72,0
55,20,0
86,53,0
78,28,0
56,70,0
22,25,0
2,16,0
51,8,0
38,31,0
67,12,0
65,19,0
27,16,0
73,87,1
4,41,0
20,92,0
95,30,0
24,64,0
0,35,0
99,56,0
68,24,0
41,23,0
30,57,0
39,34,0
88,47,0
23,44,0
83,45,0
25,83,0
56,47,0
60,98,0
10,56,0
67,92,1
48,45,0
71,42,0
0,1,0
35,77,0
72,27,0
83,68,1
70,72,1
65,7,0
16,3,0
83,89,1
36,90,0
11,17,0
9,49,0
0,27,0
81,34,0
83,2,0
61,22,0
60,80,0
72,71,1
14,61,0
16,93,0
81,66,1
19,16,0
27,47,0
53,1,0
74,3,0
71,51,0
42,25,0
0,22,0
92,95,1
99,42,0
75,52,0
22,89,0
16,75,0
33,83,0
89,75,1
59,57,0
53,91,0
78,79,1
1,14,0
48,78,0
18,39,0
95,51,0
0,4,0
67,48,0
76,22,0
0,6,0
96,61,1
10,45,0
16,13,0
15,96,0
16,14,0
61,90,1
32,40,0
21,2,0
10,57,0
93,97,1
37,34,0
19,91,0
19,0,0
67,76,1
66,49,0
50,97,0
57,13,0
37,79,0
29,33,0
4,6,0
22,85,0
38,54,0
40,90,0
62,97,1
55,10,0
47,59,0
50,37,0
37,94,0
50,81,0
2,78,0
17,13,0
33,72,0
11,15,0
98,44,0
36,73,0
31,33,0
74,56,0
1,44,0
22,64,0
90,63,1
73,10,0
58,19,0
12,83,0
35,51,0
26,93,0
4,75,0
54,83,0
38,36,0
77,42,0
29,69,0
58,6,0
20,32,0
2,99,0
74,66,1
53,97,0
62,1,0
26,78,0
51,83,0
30,92,0
96,33,0
47,79,0
82,27,0
35,99,0
19,38,0
55,48,0
11,28,0
10,64,0
71,71,1
15,18,0
21,73,0
3,36,0
72,5,0
67,85,1
37,8,0
52,32,0
56,36,0
96,98,1
22,28,0
80,99,1
77,55,0
65,27,0
99,86,1
61,95,1
11,40,0
94,47,0
12,27,0
49,80,0
10,74,0
70,31,0
18,88,0
83,32,0
51,42,0
14,61,0
88,59,0
23,61,0
16,63,0
42,50,0
43,37,0
13,70,0
55,99,0
12,10,0
8,80,0
52,5,0
95,12,0
60,19,0
88,8,0
12,45,0
38,74,0
96,31,0
75,80,1
16,15,0
36,9,0
57,61,0
51,44,0
38,78,0
62,23,0
74,77,1
46,59,0
37,45,0
28,4,0
56,91,0
15,19,0
24,79,0
44,13,0
6,42,0
21,50,0
19,41,0
81,49,0
42,26,0
69,3,0
64,22,0
4,49,0
93,56,0
97,91,1
7,84,0
84,31,0
15,45,0
0,87,0
54,10,0
13,51,0
93,50,0
68,97,1
70,91,1
35,33,0
99,23,0
9,27,0
95,3,0
31,76,0
93,53,0
2,89,0
87,88,1
96,0,0
59,79,0
63,66,1
26,94,0
16,19,0
90,33,0
85,17,0
47,55,0
73,60,0
79,38,0
8,27,0
28,93,0
64,6,0
34,98,0
35,82,0
29,7,0
34,89,0
70,81,1
34,30,0
32,2,0
91,78,1
75,32,0
0,74,0
64,44,0
86,1,0
61,26,0
2,19,0
53,7,0
54,60,0
77,21,0
23,89,0
54,15,0
34,81,0
54,92,0
9,28,0
60,13,0
0,66,0
75,99,1
16,31,0
24,79,0
99,85,1
86,81,1
42,77,0
71,69,1
77,37,0
82,9,0
84,30,0
31,60,0
63,2,0
17,29,0
74,84,1
99,92,1
95,6,0
37,54,0
